SAMPLEID,PLOTID,geometry,centroid,long,lat
364559548,364559548,"POLYGON ((26.20888183087587 -12.56216195387095, 26.20888183087587 -12.56126224018571, 26.209797733954815 -12.56126224018571, 26.209797733954815 -12.56216195387095, 26.20888183087587 -12.56216195387095))",POINT (26.209339782415345 -12.561712084890594),26.209339782415345,-12.561712084890594
364388959,364388959,"POLYGON ((26.12474388440865 -12.522244377870711, 26.12474388440865 -12.52134466418547, 26.12565964554646 -12.52134466418547, 26.12565964554646 -12.522244377870711, 26.12474388440865 -12.522244377870711))",POINT (26.12520176497755 -12.521794508915644),26.12520176497755,-12.521794508915644
364461139,364461139,"POLYGON ((26.183128408692216 -12.469393550879381, 26.183128408692216 -12.46849383719414, 26.184043982651374 -12.46849383719414, 26.184043982651374 -12.469393550879381, 26.183128408692216 -12.469393550879381))",POINT (26.183586195671797 -12.468943681957953),26.183586195671797,-12.468943681957953
364585806,364585806,"POLYGON ((26.2597085093929 -12.452448629632395, 26.2597085093929 -12.451548915947154, 26.26062402352032 -12.451548915947154, 26.26062402352032 -12.452448629632395, 26.2597085093929 -12.452448629632395))",POINT (26.26016626645661 -12.451998760721814),26.26016626645661,-12.451998760721814
364671098,364671098,"POLYGON ((26.293151210076008 -12.498785189581316, 26.293151210076008 -12.497885475896075, 26.29406688802419 -12.497885475896075, 26.29406688802419 -12.498785189581316, 26.293151210076008 -12.498785189581316))",POINT (26.2936090490501 -12.498335320641162),26.2936090490501,-12.498335320641162
364808890,364808890,"POLYGON ((26.384988721925506 -12.457823713590715, 26.384988721925506 -12.456923999905474, 26.385904255022577 -12.456923999905474, 26.385904255022577 -12.457823713590715, 26.384988721925506 -12.457823713590715))",POINT (26.38544648847404 -12.4573738446767),26.38544648847404,-12.4573738446767
364533323,364533323,"POLYGON ((26.250092844778987 -12.390152970461143, 26.250092844778987 -12.3892532567759, 26.25100813969856 -12.3892532567759, 26.25100813969856 -12.390152970461143, 26.250092844778987 -12.390152970461143))",POINT (26.25055049223877 -12.389703101590573),26.25055049223877,-12.389703101590573
364467714,364467714,"POLYGON ((26.225096867417 -12.351895205178375, 26.225096867417 -12.35099549149313, 26.22601202830213 -12.35099549149313, 26.22601202830213 -12.351895205178375, 26.225096867417 -12.351895205178375))",POINT (26.225554447859565 -12.351445336332468),26.225554447859565,-12.351445336332468
363962494,363962494,"POLYGON ((25.936180598489393 -12.352830691781081, 25.936180598489393 -12.351930978095835, 25.93709576264662 -12.351930978095835, 25.93709576264662 -12.352830691781081, 25.936180598489393 -12.352830691781081))",POINT (25.936638180568004 -12.35238082293458),25.936638180568004,-12.35238082293458
364028110,364028110,"POLYGON ((25.984031445591178 -12.320826396469256, 25.984031445591178 -12.31992668278401, 25.98494649795709 -12.31992668278401, 25.98494649795709 -12.320826396469256, 25.984031445591178 -12.320826396469256))",POINT (25.984488971774137 -12.320376527643514),25.984488971774137,-12.320376527643514
363909983,363909983,"POLYGON ((25.84959696209284 -12.527462632480512, 25.84959696209284 -12.526562918795273, 25.85051274175826 -12.526562918795273, 25.85051274175826 -12.527462632480512, 25.84959696209284 -12.527462632480512))",POINT (25.850054851925545 -12.527012763522116),25.850054851925545,-12.527012763522116
363700021,363700021,"POLYGON ((25.72763693997213 -12.533258148480385, 25.72763693997213 -12.532358434795144, 25.72855274022452 -12.532358434795144, 25.72855274022452 -12.533258148480385, 25.72763693997213 -12.533258148480385))",POINT (25.728094840098326 -12.532808279518314),25.728094840098326,-12.532808279518314
363568807,363568807,"POLYGON ((25.68560003479637 -12.430765840805375, 25.68560003479637 -12.429866127120132, 25.686515472491035 -12.429866127120132, 25.686515472491035 -12.430765840805375, 25.68560003479637 -12.430765840805375))",POINT (25.6860577536437 -12.430315971908662),25.6860577536437,-12.430315971908662
363673792,363673792,"POLYGON ((25.75940190884449 -12.388407893771738, 25.75940190884449 -12.387508180086495, 25.76031719764051 -12.387508180086495, 25.76031719764051 -12.388407893771738, 25.75940190884449 -12.388407893771738))",POINT (25.7598595532425 -12.387958024902284),25.7598595532425,-12.387958024902284
363700060,363700060,"POLYGON ((25.83739167122684 -12.192059505070832, 25.83739167122684 -12.19115979138558, 25.8383062769674 -12.19115979138558, 25.8383062769674 -12.192059505070832, 25.83739167122684 -12.192059505070832))",POINT (25.837848974097124 -12.191609636329224),25.837848974097124,-12.191609636329224
363568863,363568863,"POLYGON ((25.91256889912391 -11.894550900085267, 25.91256889912391 -11.893651186400012, 25.91348249225806 -11.893651186400012, 25.91348249225806 -11.894550900085267, 25.91256889912391 -11.894550900085267))",POINT (25.913025695690983 -11.894101031542531),25.913025695690983,-11.894101031542531
363739435,363739435,"POLYGON ((25.88045759128104 -12.12894739038392, 25.88045759128104 -12.12804767669867, 25.88137197996368 -12.12804767669867, 25.88137197996368 -12.12894739038392, 25.88045759128104 -12.12894739038392))",POINT (25.880914785622362 -12.128497521683979),25.880914785622362,-12.128497521683979
363949389,363949389,"POLYGON ((25.980080616864218 -12.192888996066053, 25.980080616864218 -12.191989282380806, 25.980995225465676 -12.191989282380806, 25.980995225465676 -12.192888996066053, 25.980080616864218 -12.192888996066053))",POINT (25.98053792116494 -12.192439127323931),25.98053792116494,-12.192439127323931
364041253,364041253,"POLYGON ((26.047038810402377 -12.148086918549001, 26.047038810402377 -12.14718720486375, 26.047953264782407 -12.14718720486375, 26.047953264782407 -12.148086918549001, 26.047038810402377 -12.148086918549001))",POINT (26.04749603759239 -12.1476370498364),26.04749603759239,-12.1476370498364
364238103,364238103,"POLYGON ((26.190482439810275 -12.052014625796781, 26.190482439810275 -12.051114912111528, 26.191396565541364 -12.051114912111528, 26.191396565541364 -12.052014625796781, 26.190482439810275 -12.052014625796781))",POINT (26.190939502675818 -12.05156475714801),26.190939502675818,-12.05156475714801
364349642,364349642,"POLYGON ((26.246536959603443 -12.076291772798777, 26.246536959603443 -12.075392059113524, 26.247451168118033 -12.075392059113524, 26.247451168118033 -12.076291772798777, 26.246536959603443 -12.076291772798777))",POINT (26.246994063860733 -12.075841904133839),26.246994063860733,-12.075841904133839
364992656,364992656,"POLYGON ((26.63309663944646 -12.015986216877819, 26.63309663944646 -12.015086503192565, 26.634010642653067 -12.015086503192565, 26.634010642653067 -12.015986216877819, 26.63309663944646 -12.015986216877819))",POINT (26.63355364104976 -12.015536348253182),26.63355364104976,-12.015536348253182
365379769,365379769,"POLYGON ((26.841029306353526 -12.054763977940459, 26.841029306353526 -12.053864264255202, 26.841943441450734 -12.053864264255202, 26.841943441450734 -12.054763977940459, 26.841029306353526 -12.054763977940459))",POINT (26.841486373902125 -12.054314109289864),26.841486373902125,-12.054314109289864
365399455,365399455,"POLYGON ((26.858191645434108 -12.036293460788112, 26.858191645434108 -12.035393747102859, 26.85910571765258 -12.035393747102859, 26.85910571765258 -12.036293460788112, 26.858191645434108 -12.036293460788112))",POINT (26.858648681543347 -12.035843592149854),26.858648681543347,-12.035843592149854
365937486,365937486,"POLYGON ((27.17817939595037 -11.992192332109827, 27.17817939595037 -11.991292618424573, 27.179093318455465 -11.991292618424573, 27.179093318455465 -11.992192332109827, 27.17817939595037 -11.992192332109827))",POINT (27.17863635720292 -11.99174246350115),27.17863635720292,-11.99174246350115
366324600,366324600,"POLYGON ((27.387803474111198 -12.022334945835125, 27.387803474111198 -12.02143523214987, 27.388717498879778 -12.02143523214987, 27.388717498879778 -12.022334945835125, 27.387803474111198 -12.022334945835125))",POINT (27.38826048649549 -12.021885077206207),27.38826048649549,-12.021885077206207
368286457,368286457,"POLYGON ((28.577794573193703 -11.769356562777793, 28.577794573193703 -11.768456849092532, 28.57870774823917 -11.768456849092532, 28.57870774823917 -11.769356562777793, 28.577794573193703 -11.769356562777793))",POINT (28.57825116071644 -11.768906694320581),28.57825116071644,-11.768906694320581
368069958,368069958,"POLYGON ((28.525475474346706 -11.557151166659876, 28.525475474346706 -11.556251452974612, 28.52638795154577 -11.556251452974612, 28.52638795154577 -11.557151166659876, 28.525475474346706 -11.557151166659876))",POINT (28.52593171294623 -11.556701298350093),28.52593171294623,-11.556701298350093
368181516,368181516,"POLYGON ((28.63525549191981 -11.413017305404871, 28.63525549191981 -11.4121175917196, 28.636167502866588 -11.4121175917196, 28.636167502866588 -11.413017305404871, 28.63525549191981 -11.413017305404871))",POINT (28.6357114973932 -11.412567437196975),28.6357114973932,-11.412567437196975
368096236,368096236,"POLYGON ((28.633772458123044 -11.269361108392077, 28.633772458123044 -11.268461394706806, 28.63468401057359 -11.268461394706806, 28.63468401057359 -11.269361108392077, 28.633772458123044 -11.269361108392077))",POINT (28.634228234348313 -11.268911240287123),28.634228234348313,-11.268911240287123
367322136,367322136,"POLYGON ((28.636104594669277 -10.048879046699145, 28.636104594669277 -10.047979333013844, 28.63701249984505 -10.047979333013844, 28.63701249984505 -10.048879046699145, 28.636104594669277 -10.048879046699145))",POINT (28.63655854725716 -10.0484291795239),28.63655854725716,-10.0484291795239
361567707,361567707,"POLYGON ((25.214100586606932 -11.311193973440105, 25.214100586606932 -11.310294259754832, 25.215012271933144 -11.310294259754832, 25.215012271933144 -11.311193973440105, 25.214100586606932 -11.311193973440105))",POINT (25.214556429270036 -11.31074410530504),25.214556429270036,-11.31074410530504
361456155,361456155,"POLYGON ((25.113045150277756 -11.405734290354406, 25.113045150277756 -11.40483457666914, 25.113957137830827 -11.40483457666914, 25.113957137830827 -11.405734290354406, 25.113045150277756 -11.405734290354406))",POINT (25.113501144054286 -11.405284422151697),25.113501144054286,-11.405284422151697
361416776,361416776,"POLYGON ((25.04004047136211 -11.515824514300094, 25.04004047136211 -11.514924800614827, 25.040952814236235 -11.514924800614827, 25.040952814236235 -11.515824514300094, 25.04004047136211 -11.515824514300094))",POINT (25.040496642799173 -11.515374646019394),25.040496642799173,-11.515374646019394
361318354,361318354,"POLYGON ((24.982934623668886 -11.533190714674298, 24.982934623668886 -11.532291000989034, 24.98384702292612 -11.532291000989034, 24.98384702292612 -11.533190714674298, 24.982934623668886 -11.533190714674298))",POINT (24.983390823297498 -11.532740846381355),24.983390823297498,-11.532740846381355
363070178,363070178,"POLYGON ((25.559063032274626 -12.116786436418455, 25.559063032274626 -12.115886722733201, 25.559977379272087 -12.115886722733201, 25.559977379272087 -12.116786436418455, 25.559063032274626 -12.116786436418455))",POINT (25.559520205773353 -12.116336567726584),25.559520205773353,-12.116336567726584
362551817,362551817,"POLYGON ((25.236230948034592 -12.256021428956275, 25.236230948034592 -12.255121715271027, 25.237145774993728 -12.255121715271027, 25.237145774993728 -12.256021428956275, 25.236230948034592 -12.256021428956275))",POINT (25.236688361514158 -12.25557156017272),25.236688361514158,-12.25557156017272
362519012,362519012,"POLYGON ((25.22740416410724 -12.24130781384345, 25.22740416410724 -12.240408100158202, 25.228318940067457 -12.240408100158202, 25.228318940067457 -12.24130781384345, 25.22740416410724 -12.24130781384345))",POINT (25.22786155208735 -12.240857945069505),25.22786155208735,-12.240857945069505
361547962,361547962,"POLYGON ((24.903434304752803 -11.92826233160939, 24.903434304752803 -11.92736261792413, 24.90434801127797 -11.92736261792413, 24.90434801127797 -11.92826233160939, 24.903434304752803 -11.92826233160939))",POINT (24.903891158015387 -11.927812463043823),24.903891158015387,-11.927812463043823
362013837,362013837,"POLYGON ((25.223741837219702 -11.743133377560655, 25.223741837219702 -11.742233663875398, 25.224654925292935 -11.742233663875398, 25.224654925292935 -11.743133377560655, 25.223741837219702 -11.743133377560655))",POINT (25.22419838125632 -11.742683509121523),25.22419838125632,-11.742683509121523
360911512,360911512,"POLYGON ((24.591879621728726 -11.922073083992645, 24.591879621728726 -11.921173370307388, 24.592793307410062 -11.921173370307388, 24.592793307410062 -11.922073083992645, 24.591879621728726 -11.922073083992645))",POINT (24.592336464569396 -11.921623215431266),24.592336464569396,-11.921623215431266
360983684,360983684,"POLYGON ((24.614975404429114 -11.947887639222715, 24.614975404429114 -11.94698792553746, 24.615889177124185 -11.94698792553746, 24.615889177124185 -11.947887639222715, 24.614975404429114 -11.947887639222715))",POINT (24.615432290776653 -11.947437770643885),24.615432290776653,-11.947437770643885
361055845,361055845,"POLYGON ((24.583435371050083 -12.085087400646678, 24.583435371050083 -12.08418768696143, 24.5843496096014 -12.08418768696143, 24.5843496096014 -12.085087400646678, 24.583435371050083 -12.085087400646678))",POINT (24.583892490325734 -12.084637531975885),24.583892490325734,-12.084637531975885
360891809,360891809,"POLYGON ((24.488266140062407 -12.113659286635373, 24.488266140062407 -12.112759572950122, 24.489180476347933 -12.112759572950122, 24.489180476347933 -12.113659286635373, 24.488266140062407 -12.113659286635373))",POINT (24.488723308205167 -12.113209417945573),24.488723308205167,-12.113209417945573
360229118,360229118,"POLYGON ((24.1913353055995 -12.049302697425668, 24.1913353055995 -12.048402983740415, 24.19224942209421 -12.048402983740415, 24.19224942209421 -12.049302697425668, 24.1913353055995 -12.049302697425668))",POINT (24.191792363846858 -12.048852828778726),24.191792363846858,-12.048852828778726
360465347,360465347,"POLYGON ((24.40864593058348 -11.844620805572555, 24.40864593058348 -11.843721091887298, 24.409559356406483 -11.843721091887298, 24.409559356406483 -11.844620805572555, 24.40864593058348 -11.844620805572555))",POINT (24.409102643494972 -11.84417093706379),24.409102643494972,-11.84417093706379
360314454,360314454,"POLYGON ((24.421114832403283 -11.665489054693047, 24.421114832403283 -11.664589341007789, 24.422027664178238 -11.664589341007789, 24.422027664178238 -11.665489054693047, 24.421114832403283 -11.665489054693047))",POINT (24.42157124829076 -11.665039186307606),24.42157124829076,-11.665039186307606
360380066,360380066,"POLYGON ((24.444609006242228 -11.684183684545097, 24.444609006242228 -11.683283970859835, 24.445521899560426 -11.683283970859835, 24.445521899560426 -11.684183684545097, 24.444609006242228 -11.684183684545097))",POINT (24.44506545290132 -11.683733816146699),24.44506545290132,-11.683733816146699
360655668,360655668,"POLYGON ((24.704957556451735 -11.430085924479501, 24.704957556451735 -11.429186210794235, 24.70586962228692 -11.429186210794235, 24.70586962228692 -11.430085924479501, 24.704957556451735 -11.430085924479501))",POINT (24.70541358936933 -11.429636056259472),24.70541358936933,-11.429636056259472
359605859,359605859,"POLYGON ((24.21996909767705 -11.354306013666996, 24.21996909767705 -11.353406299981728, 24.22088092049124 -11.353406299981728, 24.22088092049124 -11.354306013666996, 24.21996909767705 -11.354306013666996))",POINT (24.220425009084142 -11.353856145501013),24.220425009084142,-11.353856145501013
359448412,359448412,"POLYGON ((24.264880549562868 -11.09964788444231, 24.264880549562868 -11.098748170757032, 24.265791568321973 -11.098748170757032, 24.265791568321973 -11.09964788444231, 24.264880549562868 -11.09964788444231))",POINT (24.265336058942417 -11.099198016460795),24.265336058942417,-11.099198016460795
359415610,359415610,"POLYGON ((24.269935640385654 -11.055429701139353, 24.269935640385654 -11.054529987454075, 24.27084652150793 -11.054529987454075, 24.27084652150793 -11.055429701139353, 24.269935640385654 -11.055429701139353))",POINT (24.270391080946787 -11.054979833190275),24.270391080946787,-11.054979833190275
359356520,359356520,"POLYGON ((24.05681536841672 -11.4344662004805, 24.05681536841672 -11.43356648679523, 24.057727448351894 -11.43356648679523, 24.057727448351894 -11.4344662004805, 24.05681536841672 -11.4344662004805))",POINT (24.057271408384306 -11.434016332257341),24.057271408384306,-11.434016332257341
359677984,359677984,"POLYGON ((24.01396705201496 -11.851611503406986, 24.01396705201496 -11.850711789721727, 24.014880501217693 -11.850711789721727, 24.014880501217693 -11.851611503406986, 24.01396705201496 -11.851611503406986))",POINT (24.014423776616322 -11.851161634893456),24.014423776616322,-11.851161634893456
367250045,367250045,"POLYGON ((29.013303595783878 -9.191306038333392, 29.013303595783878 -9.19040632464807, 29.01420920062564 -9.19040632464807, 29.01420920062564 -9.191306038333392, 29.013303595783878 -9.191306038333392))",POINT (29.01375639820475 -9.190856171867912),29.01375639820475,-9.190856171867912
367322243,367322243,"POLYGON ((29.163243610857787 -8.950586919262685, 29.163243610857787 -8.949687205577357, 29.16414860848815 -8.949687205577357, 29.16414860848815 -8.950586919262685, 29.163243610857787 -8.950586919262685))",POINT (29.163696109672962 -8.950137053004381),29.163696109672962,-8.950137053004381
367998043,367998043,"POLYGON ((29.39619192852312 -9.147213816475986, 29.39619192852312 -9.14631410279066, 29.397097420885917 -9.14631410279066, 29.397097420885917 -9.147213816475986, 29.39619192852312 -9.147213816475986))",POINT (29.396644674704515 -9.14676395004817),29.396644674704515,-9.14676395004817
369408736,369408736,"POLYGON ((30.092590904729693 -9.112022449856518, 30.092590904729693 -9.111122736171192, 30.093496307724326 -9.111122736171192, 30.093496307724326 -9.112022449856518, 30.092590904729693 -9.112022449856518))",POINT (30.093043606227006 -9.111572583458885),30.093043606227006,-9.111572583458885
367309156,367309156,"POLYGON ((29.329138793490294 -8.588866672400224, 29.329138793490294 -8.587966958714885, 29.330042910195715 -8.587966958714885, 29.330042910195715 -8.588866672400224, 29.329138793490294 -8.588866672400224))",POINT (29.329590851843008 -8.588416806459588),29.329590851843008,-8.588416806459588
367223855,367223855,"POLYGON ((29.27244966379637 -8.621158102390654, 29.27244966379637 -8.620258388705315, 29.27335385760924 -8.620258388705315, 29.27335385760924 -8.621158102390654, 29.27244966379637 -8.621158102390654))",POINT (29.272901760702805 -8.620708236421367),29.272901760702805,-8.620708236421367
370301131,370301131,"POLYGON ((30.77503494506596 -8.581706908616972, 30.77503494506596 -8.580807194931632, 30.775939044715532 -8.580807194931632, 30.775939044715532 -8.581706908616972, 30.77503494506596 -8.581706908616972))",POINT (30.77548699489075 -8.581257042682715),30.77548699489075,-8.581257042682715
370550440,370550440,"POLYGON ((30.797341039394542 -8.80016037491329, 30.797341039394542 -8.799260661227956, 30.79824566609167 -8.799260661227956, 30.79824566609167 -8.80016037491329, 30.797341039394542 -8.80016037491329))",POINT (30.7977933527431 -8.799710508786195),30.7977933527431,-8.799710508786195
370169883,370169883,"POLYGON ((30.611226419533317 -8.792359758479313, 30.611226419533317 -8.79146004479398, 30.612131027173415 -8.79146004479398, 30.612131027173415 -8.792359758479313, 30.611226419533317 -8.792359758479313))",POINT (30.611678723353364 -8.791909892359051),30.611678723353364,-8.791909892359051
369579378,369579378,"POLYGON ((30.408243826301817 -8.62416243989583, 30.408243826301817 -8.623262726210495, 30.409148027303917 -8.623262726210495, 30.409148027303917 -8.62416243989583, 30.408243826301817 -8.62416243989583))",POINT (30.40869592680286 -8.623712573923896),30.40869592680286,-8.623712573923896
369159446,369159446,"POLYGON ((30.174612851933695 -8.690357730593696, 30.174612851933695 -8.689458016908363, 30.175517211997516 -8.689458016908363, 30.175517211997516 -8.690357730593696, 30.174612851933695 -8.690357730593696))",POINT (30.1750650319656 -8.689907864563159),30.1750650319656,-8.689907864563159
369802435,369802435,"POLYGON ((30.371348671473715 -8.925082579014619, 30.371348671473715 -8.92418286532929, 30.372253605752945 -8.92418286532929, 30.372253605752945 -8.925082579014619, 30.371348671473715 -8.925082579014619))",POINT (30.37180113861333 -8.924632712778497),30.37180113861333,-8.924632712778497
369690890,369690890,"POLYGON ((30.305832446624912 -8.950011289598041, 30.305832446624912 -8.949111575912712, 30.30673744282337 -8.949111575912712, 30.30673744282337 -8.950011289598041, 30.305832446624912 -8.950011289598041))",POINT (30.306284944724137 -8.949561423340239),30.306284944724137,-8.949561423340239
369953323,369953323,"POLYGON ((30.353705621449553 -9.143872230983385, 30.353705621449553 -9.14297251729806, 30.354611105310997 -9.14297251729806, 30.354611105310997 -9.143872230983385, 30.353705621449553 -9.143872230983385))",POINT (30.35415836338028 -9.143422364558488),30.35415836338028,-9.143422364558488
370360133,370360133,"POLYGON ((30.608822142771565 -9.062552263103655, 30.608822142771565 -9.06165254941833, 30.609727420744324 -9.06165254941833, 30.609727420744324 -9.062552263103655, 30.608822142771565 -9.062552263103655))",POINT (30.60927478175794 -9.062102396748575),30.60927478175794,-9.062102396748575
370576668,370576668,"POLYGON ((30.764770423389148 -8.953737838182615, 30.764770423389148 -8.952838124497287, 30.765675428859254 -8.952838124497287, 30.765675428859254 -8.953737838182615, 30.764770423389148 -8.953737838182615))",POINT (30.7652229261242 -8.953287971921597),30.7652229261242,-8.953287971921597
370452014,370452014,"POLYGON ((30.723762333228635 -8.858427393400003, 30.723762333228635 -8.857527679714673, 30.724667102828963 -8.857527679714673, 30.724667102828963 -8.858427393400003, 30.723762333228635 -8.858427393400003))",POINT (30.7242147180288 -8.857977527221937),30.7242147180288,-8.857977527221937
370734152,370734152,"POLYGON ((30.88900536952493 -8.839389453857763, 30.88900536952493 -8.838489740172431, 30.889910092325746 -8.838489740172431, 30.889910092325746 -8.839389453857763, 30.88900536952493 -8.839389453857763))",POINT (30.88945773092533 -8.838939587696313),30.88945773092533,-8.838939587696313
370701323,370701323,"POLYGON ((30.81100001330452 -9.0316485074522, 30.81100001330452 -9.030748793766872, 30.811905213536715 -9.030748793766872, 30.811905213536715 -9.0316485074522, 30.81100001330452 -9.0316485074522))",POINT (30.811452613420613 -9.03119864112375),30.811452613420613,-9.03119864112375
370917838,370917838,"POLYGON ((30.912201051546525 -9.098706568842015, 30.912201051546525 -9.09780685515669, 30.91310642081926 -9.09780685515669, 30.91310642081926 -9.098706568842015, 30.912201051546525 -9.098706568842015))",POINT (30.91265373618289 -9.098256702455842),30.91265373618289,-9.098256702455842
370858813,370858813,"POLYGON ((30.951601697768677 -8.864502392960784, 30.951601697768677 -8.863602679275454, 30.952506482324765 -8.863602679275454, 30.952506482324765 -8.864502392960784, 30.951601697768677 -8.864502392960784))",POINT (30.95205409004672 -8.864052526777426),30.95205409004672,-8.864052526777426
357191099,357191099,"POLYGON ((22.115416017106675 -13.181197901395393, 22.115416017106675 -13.180298187710168, 22.1163341841727 -13.180298187710168, 22.1163341841727 -13.181197901395393, 22.115416017106675 -13.181197901395393))",POINT (22.11587510063968 -13.18074803203746),22.11587510063968,-13.18074803203746
357998147,357998147,"POLYGON ((22.527157703294716 -13.168054689972701, 22.527157703294716 -13.167154976287476, 22.52807582106159 -13.167154976287476, 22.52807582106159 -13.168054689972701, 22.527157703294716 -13.168054689972701))",POINT (22.527616762178155 -13.16760482062249),22.527616762178155,-13.16760482062249
358437671,358437671,"POLYGON ((22.31154790629192 -14.037123300948334, 22.31154790629192 -14.036223587263132, 22.3124693999511 -14.036223587263132, 22.3124693999511 -14.037123300948334, 22.31154790629192 -14.037123300948334))",POINT (22.312008653121513 -14.03667343111395),22.312008653121513,-14.03667343111395
359047808,359047808,"POLYGON ((22.33473857591441 -14.691918037504855, 22.33473857591441 -14.691018323819671, 22.335662770452515 -14.691018323819671, 22.335662770452515 -14.691918037504855, 22.33473857591441 -14.691918037504855))",POINT (22.335200673183465 -14.691468167342283),22.335200673183465,-14.691468167342283
375674686,375674686,"POLYGON ((33.30955307517001 -9.896621909789342, 33.30955307517001 -9.895722196104037, 33.310460556230424 -9.895722196104037, 33.310460556230424 -9.896621909789342, 33.30955307517001 -9.896621909789342))",POINT (33.31000681570021 -9.896172042736781),33.31000681570021,-9.896172042736781
376461878,376461878,"POLYGON ((33.25501442189212 -11.370578125451894, 33.25501442189212 -11.369678411766627, 33.25592629674447 -11.369678411766627, 33.25592629674447 -11.370578125451894, 33.25501442189212 -11.370578125451894))",POINT (33.255470359318295 -11.370128257274292),33.255470359318295,-11.370128257274292
376055169,376055169,"POLYGON ((33.30835545828046 -10.53913446072316, 33.30835545828046 -10.538234747037873, 33.30926477544616 -10.538234747037873, 33.30926477544616 -10.53913446072316, 33.30835545828046 -10.53913446072316))",POINT (33.308810116863306 -10.538684593162799),33.308810116863306,-10.538684593162799
376238869,376238869,"POLYGON ((33.36014119233188 -10.688568878578431, 33.36014119233188 -10.687669164893144, 33.361050954015774 -10.687669164893144, 33.361050954015774 -10.688568878578431, 33.36014119233188 -10.688568878578431))",POINT (33.360596073173824 -10.68811901090377),33.360596073173824,-10.68811901090377
375976456,375976456,"POLYGON ((33.33206423678362 -10.335976526713203, 33.33206423678362 -10.335076813027909, 33.3329729602259 -10.335076813027909, 33.3329729602259 -10.335976526713203, 33.33206423678362 -10.335976526713203))",POINT (33.33251859850476 -10.335526659310586),33.33251859850476,-10.335526659310586
375838671,375838671,"POLYGON ((33.262368767361735 -10.31659593610237, 33.262368767361735 -10.31569622241707, 33.26327743480204 -10.31569622241707, 33.26327743480204 -10.31659593610237, 33.262368767361735 -10.31659593610237))",POINT (33.26282310108189 -10.316146068714922),33.26282310108189,-10.316146068714922
375825546,375825546,"POLYGON ((33.24695052484122 -10.34136591787759, 33.24695052484122 -10.340466204192294, 33.247859263876336 -10.340466204192294, 33.247859263876336 -10.34136591787759, 33.24695052484122 -10.34136591787759))",POINT (33.24740489435877 -10.340916050470755),33.24740489435877,-10.340916050470755
375727134,375727134,"POLYGON ((33.214537671410135 -10.274734522580212, 33.214537671410135 -10.273834808894915, 33.21544621826634 -10.273834808894915, 33.21544621826634 -10.274734522580212, 33.214537671410135 -10.274734522580212))",POINT (33.21499194483823 -10.274284655225644),33.21499194483823,-10.274284655225644
375740257,375740257,"POLYGON ((33.223999720777066 -10.267994241616686, 33.223999720777066 -10.26709452793139, 33.22490824826584 -10.26709452793139, 33.22490824826584 -10.267994241616686, 33.223999720777066 -10.267994241616686))",POINT (33.22445398452145 -10.267544374267436),33.22445398452145,-10.267544374267436
374775755,374775755,"POLYGON ((32.714394988331115 -10.195288992280343, 32.714394988331115 -10.194389278595045, 32.71530330776108 -10.194389278595045, 32.71530330776108 -10.195288992280343, 32.714394988331115 -10.195288992280343))",POINT (32.71484914804609 -10.194839124988475),32.71484914804609,-10.194839124988475
374723280,374723280,"POLYGON ((32.72940646459071 -10.060450488089021, 32.72940646459071 -10.05955077440372, 32.73031440227738 -10.05955077440372, 32.73031440227738 -10.060450488089021, 32.72940646459071 -10.060450488089021))",POINT (32.72986043343404 -10.060000620904512),32.72986043343404,-10.060000620904512
374867645,374867645,"POLYGON ((32.85688984586917 -9.91483339161554, 32.85688984586917 -9.913933677930235, 32.857797377299796 -9.913933677930235, 32.857797377299796 -9.91483339161554, 32.85688984586917 -9.91483339161554))",POINT (32.85734361158448 -9.914383524548258),32.85734361158448,-9.914383524548258
374847958,374847958,"POLYGON ((32.836849464166725 -9.942845413447511, 32.836849464166725 -9.941945699762208, 32.837757073264264 -9.941945699762208, 32.837757073264264 -9.942845413447511, 32.836849464166725 -9.942845413447511))",POINT (32.837303268715495 -9.94239554635757),32.837303268715495,-9.94239554635757
374677368,374677368,"POLYGON ((32.754800910239176 -9.904456045548438, 32.754800910239176 -9.903556331863133, 32.755708412955705 -9.903556331863133, 32.755708412955705 -9.904456045548438, 32.754800910239176 -9.904456045548438))",POINT (32.75525466159744 -9.904006178489555),32.75525466159744,-9.904006178489555
374939827,374939827,"POLYGON ((32.9205953844994 -9.842009967441138, 32.9205953844994 -9.841110253755833, 32.92150271509451 -9.841110253755833, 32.92150271509451 -9.842009967441138, 32.9205953844994 -9.842009967441138))",POINT (32.921049049796956 -9.841560100432961),32.921049049796956,-9.841560100432961
374834861,374834861,"POLYGON ((32.90614405636378 -9.707401902525715, 32.90614405636378 -9.706502188840405, 32.90705101982079 -9.706502188840405, 32.90705101982079 -9.707401902525715, 32.90614405636378 -9.707401902525715))",POINT (32.906597538092285 -9.706952035627678),32.906597538092285,-9.706952035627678
374808623,374808623,"POLYGON ((32.910489109699256 -9.649107804791486, 32.910489109699256 -9.648208091106174, 32.91139591580633 -9.648208091106174, 32.91139591580633 -9.649107804791486, 32.910489109699256 -9.649107804791486))",POINT (32.91094251275279 -9.648657937941506),32.91094251275279,-9.648657937941506
374657711,374657711,"POLYGON ((32.82210775572578 -9.663543416360362, 32.82210775572578 -9.66264370267505, 32.82301460070555 -9.66264370267505, 32.82301460070555 -9.663543416360362, 32.82210775572578 -9.663543416360362))",POINT (32.822561178215665 -9.663093549498464),32.822561178215665,-9.663093549498464
