SAMPLEID,PLOTID,geometry,centroid,long,lat
372223416,372223416,"POLYGON ((31.30737960885369 -10.159478655574109, 31.30737960885369 -10.158578941888809, 31.3082878263786 -10.158578941888809, 31.3082878263786 -10.159478655574109, 31.30737960885369 -10.159478655574109))",POINT (31.30783371761614 -10.159028788310652),31.30783371761614,-10.159028788310652
372157802,372157802,"POLYGON ((31.26868158384899 -10.165921138558343, 31.26868158384899 -10.165021424873043, 31.269589819679346 -10.165021424873043, 31.269589819679346 -10.165921138558343, 31.26868158384899 -10.165921138558343))",POINT (31.269135701764167 -10.16547127128979),31.269135701764167,-10.16547127128979
371980657,371980657,"POLYGON ((31.198354739110997 -10.077260771425873, 31.198354739110997 -10.076361057740572, 31.19926272409763 -10.076361057740572, 31.19926272409763 -10.077260771425873, 31.198354739110997 -10.077260771425873))",POINT (31.198808731604316 -10.076810904227928),31.198808731604316,-10.076810904227928
371678837,371678837,"POLYGON ((31.02645184085113 -10.087293664560478, 31.02645184085113 -10.086393950875179, 31.027359854107445 -10.086393950875179, 31.027359854107445 -10.087293664560478, 31.02645184085113 -10.087293664560478))",POINT (31.026905847479288 -10.086843797354504),31.026905847479288,-10.086843797354504
371429512,371429512,"POLYGON ((30.900801746060065 -10.044119731692865, 30.900801746060065 -10.043220018007563, 30.901709637875573 -10.043220018007563, 30.901709637875573 -10.044119731692865, 30.900801746060065 -10.044119731692865))",POINT (30.90125569196782 -10.043669864521444),30.90125569196782,-10.043669864521444
371600111,371600111,"POLYGON ((31.00961158061982 -10.002517460573255, 31.00961158061982 -10.001617746887954, 31.01051935593364 -10.001617746887954, 31.01051935593364 -10.002517460573255, 31.00961158061982 -10.002517460573255))",POINT (31.010065468276725 -10.002067593435221),31.010065468276725,-10.002067593435221
371718208,371718208,"POLYGON ((31.057684751163492 -10.058518684603422, 31.057684751163492 -10.057618970918119, 31.058592683419864 -10.057618970918119, 31.058592683419864 -10.058518684603422, 31.057684751163492 -10.058518684603422))",POINT (31.05813871729167 -10.058068817420455),31.05813871729167,-10.058068817420455
371659182,371659182,"POLYGON ((31.097675337872637 -9.830548273624913, 31.097675337872637 -9.829648559939608, 31.098582636999797 -9.829648559939608, 31.098582636999797 -9.830548273624913, 31.097675337872637 -9.830548273624913))",POINT (31.098128987436215 -9.83009840662606),31.098128987436215,-9.83009840662606
371724793,371724793,"POLYGON ((31.13078844821898 -9.841841595275508, 31.13078844821898 -9.840941881590199, 31.131695778351553 -9.840941881590199, 31.131695778351553 -9.841841595275508, 31.13078844821898 -9.841841595275508))",POINT (31.13124211328526 -9.841391728267473),31.13124211328526,-9.841391728267473
371764155,371764155,"POLYGON ((31.13644069288941 -9.893039584412618, 31.13644069288941 -9.892139870727314, 31.137348164053105 -9.892139870727314, 31.137348164053105 -9.893039584412618, 31.13644069288941 -9.893039584412618))",POINT (31.136894428471255 -9.892589717362995),31.136894428471255,-9.892589717362995
371527958,371527958,"POLYGON ((31.0313794609559 -9.807981667415708, 31.0313794609559 -9.807081953730401, 31.03228669823916 -9.807081953730401, 31.03228669823916 -9.807981667415708, 31.0313794609559 -9.807981667415708))",POINT (31.03183307959753 -9.80753180043528),31.03183307959753,-9.80753180043528
371318000,371318000,"POLYGON ((30.922389746259014 -9.780808939685768, 30.922389746259014 -9.779909226000456, 30.92329690927319 -9.779909226000456, 30.92329690927319 -9.780808939685768, 30.922389746259014 -9.780808939685768))",POINT (30.922843327766095 -9.780359072727535),30.922843327766095,-9.780359072727535
371075225,371075225,"POLYGON ((30.76707414895528 -9.841050085185085, 30.76707414895528 -9.840150371499782, 30.767981476913583 -9.840150371499782, 30.767981476913583 -9.841050085185085, 30.76707414895528 -9.841050085185085))",POINT (30.767527812934432 -9.840600218177695),30.767527812934432,-9.840600218177695
370681548,370681548,"POLYGON ((30.54785260550563 -9.835462550982422, 30.54785260550563 -9.834562837297115, 30.548759918120172 -9.834562837297115, 30.548759918120172 -9.835462550982422, 30.54785260550563 -9.835462550982422))",POINT (30.5483062618129 -9.83501268397959),30.5483062618129,-9.83501268397959
371140816,371140816,"POLYGON ((30.740870749087122 -10.038632322087375, 30.740870749087122 -10.037732608402074, 30.741778625506743 -10.037732608402074, 30.741778625506743 -10.038632322087375, 30.740870749087122 -10.038632322087375))",POINT (30.741324687296927 -10.038182454920358),30.741324687296927,-10.038182454920358
371363907,371363907,"POLYGON ((30.884757655723096 -9.97949381292559, 30.884757655723096 -9.978594099240286, 30.885665366780753 -9.978594099240286, 30.885665366780753 -9.97949381292559, 30.884757655723096 -9.97949381292559))",POINT (30.88521151125192 -9.979043945806097),30.88521151125192,-9.979043945806097
371344195,371344195,"POLYGON ((30.793558552388905 -10.229397260829922, 30.793558552388905 -10.228497547144626, 30.794466969231653 -10.228497547144626, 30.794466969231653 -10.229397260829922, 30.793558552388905 -10.229397260829922))",POINT (30.79401276081028 -10.22894739351108),30.79401276081028,-10.22894739351108
371586944,371586944,"POLYGON ((30.876865059104773 -10.391902732532266, 30.876865059104773 -10.391003018846972, 30.877773944772738 -10.391003018846972, 30.877773944772738 -10.391902732532266, 30.876865059104773 -10.391902732532266))",POINT (30.877319501938757 -10.391452865085933),30.877319501938757,-10.391452865085933
371429475,371429475,"POLYGON ((30.7948675983666 -10.373327400635269, 30.7948675983666 -10.372427686949974, 30.795776430050466 -10.372427686949974, 30.795776430050466 -10.373327400635269, 30.7948675983666 -10.373327400635269))",POINT (30.795322014208537 -10.372877533203432),30.795322014208537,-10.372877533203432
371331065,371331065,"POLYGON ((30.766912890627665 -10.289398836360627, 30.766912890627665 -10.288499122675331, 30.767821479666388 -10.288499122675331, 30.767821479666388 -10.289398836360627, 30.766912890627665 -10.289398836360627))",POINT (30.767367185147023 -10.288948968994536),30.767367185147023,-10.288948968994536
371285137,371285137,"POLYGON ((30.74236910211609 -10.28584327910337, 30.74236910211609 -10.284943565418077, 30.74327768092129 -10.284943565418077, 30.74327768092129 -10.28584327910337, 30.74236910211609 -10.28584327910337))",POINT (30.74282339151868 -10.285393411740067),30.74282339151868,-10.285393411740067
371180143,371180143,"POLYGON ((30.646480653932635 -10.4010353567451, 30.646480653932635 -10.400135643059807, 30.647389566179445 -10.400135643059807, 30.647389566179445 -10.4010353567451, 30.646480653932635 -10.4010353567451))",POINT (30.64693511005604 -10.400585489291661),30.64693511005604,-10.400585489291661
370674942,370674942,"POLYGON ((30.41605245082302 -10.237524560454002, 30.41605245082302 -10.236624846768702, 30.41696089092781 -10.236624846768702, 30.41696089092781 -10.237524560454002, 30.41605245082302 -10.237524560454002))",POINT (30.416506670875407 -10.237074693128774),30.416506670875407,-10.237074693128774
370852093,370852093,"POLYGON ((30.504093454713967 -10.272734633482813, 30.504093454713967 -10.271834919797517, 30.505001995822322 -10.271834919797517, 30.505001995822322 -10.272734633482813, 30.504093454713967 -10.272734633482813))",POINT (30.504547725268143 -10.272284766129834),30.504547725268143,-10.272284766129834
370747101,370747101,"POLYGON ((30.41401399077593 -10.369947278042728, 30.41401399077593 -10.369047564357436, 30.41492281264735 -10.369047564357436, 30.41492281264735 -10.369947278042728, 30.41401399077593 -10.369947278042728))",POINT (30.414468401711645 -10.369497410613537),30.414468401711645,-10.369497410613537
370228778,370228778,"POLYGON ((30.178983093288117 -10.19563210669677, 30.178983093288117 -10.19473239301147, 30.179891413696307 -10.19473239301147, 30.179891413696307 -10.19563210669677, 30.178983093288117 -10.19563210669677))",POINT (30.179437253492203 -10.195182239404643),30.179437253492203,-10.195182239404643
370215656,370215656,"POLYGON ((30.172329622987725 -10.193351537805787, 30.172329622987725 -10.192451824120491, 30.173237936894637 -10.192451824120491, 30.173237936894637 -10.193351537805787, 30.172329622987725 -10.193351537805787))",POINT (30.172783779941177 -10.192901670515454),30.172783779941177,-10.192901670515454
370294406,370294406,"POLYGON ((30.25734051145489 -10.065314421463595, 30.25734051145489 -10.064414707778294, 30.25824846281892 -10.064414707778294, 30.25824846281892 -10.065314421463595, 30.25734051145489 -10.065314421463595))",POINT (30.257794487136895 -10.06486455427521),30.257794487136895,-10.06486455427521
370569984,370569984,"POLYGON ((30.422391687043802 -10.033166237356882, 30.422391687043802 -10.032266523671577, 30.42329954813618 -10.032266523671577, 30.42329954813618 -10.033166237356882, 30.422391687043802 -10.033166237356882))",POINT (30.422845617589992 -10.032716370194246),30.422845617589992,-10.032716370194246
370596242,370596242,"POLYGON ((30.47227207193798 -9.92258082208338, 30.47227207193798 -9.921681108398078, 30.473179624826315 -9.921681108398078, 30.473179624826315 -9.92258082208338, 30.47227207193798 -9.92258082208338))",POINT (30.472725848382147 -9.922130955009832),30.472725848382147,-9.922130955009832
370281308,370281308,"POLYGON ((30.317924390412024 -9.850839329871098, 30.317924390412024 -9.84993961618579, 30.318831745274316 -9.84993961618579, 30.318831745274316 -9.850839329871098, 30.317924390412024 -9.850839329871098))",POINT (30.318378067843167 -9.850389462855755),30.318378067843167,-9.850389462855755
370202563,370202563,"POLYGON ((30.24715736413321 -9.934533644063023, 30.24715736413321 -9.933633930377718, 30.248064950161275 -9.933633930377718, 30.248064950161275 -9.934533644063023, 30.24715736413321 -9.934533644063023))",POINT (30.24761115714724 -9.934083776979794),30.24761115714724,-9.934083776979794
370228827,370228827,"POLYGON ((30.316281556572953 -9.762382733524376, 30.316281556572953 -9.76148301983907, 30.317188669347228 -9.76148301983907, 30.317188669347228 -9.762382733524376, 30.316281556572953 -9.762382733524376))",POINT (30.316735112960085 -9.76193286658121),30.316735112960085,-9.76193286658121
369972949,369972949,"POLYGON ((30.206557490105183 -9.652635866221916, 30.206557490105183 -9.651736152536605, 30.20746430570712 -9.651736152536605, 30.20746430570712 -9.652635866221916, 30.206557490105183 -9.652635866221916))",POINT (30.20701089790615 -9.652185999369001),30.20701089790615,-9.652185999369001
370465039,370465039,"POLYGON ((30.464369711844803 -9.714421576016386, 30.464369711844803 -9.713521862331078, 30.465276694316636 -9.713521862331078, 30.465276694316636 -9.714421576016386, 30.464369711844803 -9.714421576016386))",POINT (30.46482320308072 -9.713971709112585),30.46482320308072,-9.713971709112585
370386302,370386302,"POLYGON ((30.41594414667985 -9.727474602677349, 30.41594414667985 -9.726574888992038, 30.41685116454791 -9.726574888992038, 30.41685116454791 -9.727474602677349, 30.41594414667985 -9.727474602677349))",POINT (30.416397655613874 -9.727024735762823),30.416397655613874,-9.727024735762823
371108064,371108064,"POLYGON ((30.874883162369418 -9.558924897684212, 30.874883162369418 -9.558025183998899, 30.8757897270069 -9.558025183998899, 30.8757897270069 -9.558924897684212, 30.874883162369418 -9.558924897684212))",POINT (30.87533644468816 -9.558475030908966),30.87533644468816,-9.558475030908966
370491322,370491322,"POLYGON ((30.58298495240014 -9.383678857958879, 30.58298495240014 -9.38277914427356, 30.583891054591138 -9.38277914427356, 30.583891054591138 -9.383678857958879, 30.58298495240014 -9.383678857958879))",POINT (30.58343800349564 -9.383228991330292),30.58343800349564,-9.383228991330292
370622552,370622552,"POLYGON ((30.66927639108124 -9.344160374732528, 30.66927639108124 -9.343260661047209, 30.67018239022529 -9.343260661047209, 30.67018239022529 -9.344160374732528, 30.66927639108124 -9.344160374732528))",POINT (30.669729390653266 -9.343710508137242),30.669729390653266,-9.343710508137242
370287943,370287943,"POLYGON ((30.526882355142355 -9.19544666130322, 30.526882355142355 -9.1945469476179, 30.527787970575808 -9.1945469476179, 30.527787970575808 -9.19544666130322, 30.526882355142355 -9.19544666130322))",POINT (30.527335162859075 -9.194996794834227),30.527335162859075,-9.194996794834227
370077970,370077970,"POLYGON ((30.37558409634552 -9.300836453006578, 30.37558409634552 -9.299936739321257, 30.37648998304176 -9.299936739321257, 30.37648998304176 -9.300836453006578, 30.37558409634552 -9.300836453006578))",POINT (30.37603703969364 -9.300386586447948),30.37603703969364,-9.300386586447948
370301043,370301043,"POLYGON ((30.47061550460658 -9.399968407183879, 30.47061550460658 -9.39906869349856, 30.471521649405908 -9.39906869349856, 30.471521649405908 -9.399968407183879, 30.47061550460658 -9.399968407183879))",POINT (30.471068577006243 -9.399518540541557),30.471068577006243,-9.399518540541557
369913923,369913923,"POLYGON ((30.24366943783473 -9.42704382414702, 30.24366943783473 -9.426144110461701, 30.244575653625756 -9.426144110461701, 30.244575653625756 -9.42704382414702, 30.24366943783473 -9.42704382414702))",POINT (30.244122545730235 -9.426593957481975),30.244122545730235,-9.426593957481975
369782702,369782702,"POLYGON ((30.181840969759694 -9.387386816336285, 30.181840969759694 -9.386487102650966, 30.18274708164275 -9.386487102650966, 30.18274708164275 -9.387386816336285, 30.181840969759694 -9.387386816336285))",POINT (30.18229402570122 -9.38693694970455),30.18229402570122,-9.38693694970455
369795832,369795832,"POLYGON ((30.210377431573587 -9.319351807869147, 30.210377431573587 -9.318452094183828, 30.211283366259874 -9.318452094183828, 30.211283366259874 -9.319351807869147, 30.210377431573587 -9.319351807869147))",POINT (30.210830398916723 -9.318901941294836),30.210830398916723,-9.318901941294836
369920507,369920507,"POLYGON ((30.308373957510874 -9.23052119158028, 30.308373957510874 -9.22962147789496, 30.309279662864416 -9.22962147789496, 30.309279662864416 -9.23052119158028, 30.308373957510874 -9.23052119158028))",POINT (30.308826810187643 -9.230071325081372),30.308826810187643,-9.230071325081372
369559629,369559629,"POLYGON ((30.08622615858227 -9.288557476010535, 30.08622615858227 -9.287657762325214, 30.087132013507535 -9.287657762325214, 30.087132013507535 -9.288557476010535, 30.08622615858227 -9.288557476010535))",POINT (30.086679086044896 -9.288107609462323),30.086679086044896,-9.288107609462323
369553059,369553059,"POLYGON ((30.057105546688174 -9.370746215451415, 30.057105546688174 -9.3698465017661, 30.058011615106462 -9.3698465017661, 30.058011615106462 -9.370746215451415, 30.057105546688174 -9.370746215451415))",POINT (30.057558580897314 -9.370296348833717),30.057558580897314,-9.370296348833717
369179062,369179062,"POLYGON ((29.847535221182063 -9.3922227055498, 29.847535221182063 -9.391322991864481, 29.848441345711446 -9.391322991864481, 29.848441345711446 -9.3922227055498, 29.847535221182063 -9.3922227055498))",POINT (29.847988283446757 -9.39177283891401),29.847988283446757,-9.39177283891401
369408707,369408707,"POLYGON ((29.966583590247485 -9.399159668608434, 29.966583590247485 -9.398259954923116, 29.96748973292958 -9.398259954923116, 29.96748973292958 -9.399159668608434, 29.966583590247485 -9.399159668608434))",POINT (29.96703666158853 -9.39870980196682),29.96703666158853,-9.39870980196682
369402140,369402140,"POLYGON ((29.948280053168514 -9.44628158415392, 29.948280053168514 -9.445381870468601, 29.949186319530668 -9.445381870468601, 29.949186319530668 -9.44628158415392, 29.948280053168514 -9.44628158415392))",POINT (29.948733186349585 -9.445831717472727),29.948733186349585,-9.445831717472727
369310286,369310286,"POLYGON ((29.906439816166813 -9.413322735957289, 29.906439816166813 -9.412423022271971, 29.907345995954493 -9.412423022271971, 29.907345995954493 -9.413322735957289, 29.906439816166813 -9.413322735957289))",POINT (29.90689290606065 -9.41287286930376),29.90689290606065,-9.41287286930376
369290593,369290593,"POLYGON ((29.87054500266452 -9.493309050012957, 29.87054500266452 -9.492409336327643, 29.87145139310381 -9.492409336327643, 29.87145139310381 -9.493309050012957, 29.87054500266452 -9.493309050012957))",POINT (29.870998197884166 -9.492859183292419),29.870998197884166,-9.492859183292419
369172489,369172489,"POLYGON ((29.80166113286165 -9.499743937360357, 29.80166113286165 -9.49884422367504, 29.802567540328866 -9.49884422367504, 29.802567540328866 -9.499743937360357, 29.80166113286165 -9.499743937360357))",POINT (29.80211433659525 -9.499294070634425),29.80211433659525,-9.499294070634425
369566175,369566175,"POLYGON ((30.04753463202042 -9.425596818405193, 30.04753463202042 -9.424697104719876, 30.048440844012006 -9.424697104719876, 30.048440844012006 -9.425596818405193, 30.04753463202042 -9.425596818405193))",POINT (30.047987738016207 -9.425146951741345),30.047987738016207,-9.425146951741345
369651471,369651471,"POLYGON ((30.0926963952349 -9.435564727095565, 30.0926963952349 -9.434665013410248, 30.093602633411898 -9.434665013410248, 30.093602633411898 -9.435564727095565, 30.0926963952349 -9.435564727095565))",POINT (30.09314951432339 -9.435114860423338),30.09314951432339,-9.435114860423338
369789249,369789249,"POLYGON ((30.145579453958522 -9.51589859829822, 30.145579453958522 -9.514998884612904, 30.146485904227234 -9.514998884612904, 30.146485904227234 -9.51589859829822, 30.145579453958522 -9.51589859829822))",POINT (30.146032679092873 -9.51544873155881),30.146032679092873,-9.51544873155881
369585839,369585839,"POLYGON ((30.004387916125758 -9.600184839792592, 30.004387916125758 -9.599285126107278, 30.005294590944246 -9.599285126107278, 30.005294590944246 -9.600184839792592, 30.004387916125758 -9.600184839792592))",POINT (30.004841253534995 -9.599734972983082),30.004841253534995,-9.599734972983082
369743303,369743303,"POLYGON ((30.07401044990772 -9.662067662208534, 30.07401044990772 -9.66116794852322, 30.074917290910726 -9.66116794852322, 30.074917290910726 -9.662067662208534, 30.07401044990772 -9.662067662208534))",POINT (30.074463870409225 -9.661617795347851),30.074463870409225,-9.661617795347851
369205270,369205270,"POLYGON ((29.751733949189525 -9.720251165393679, 29.751733949189525 -9.719351451708368, 29.752640947463444 -9.719351451708368, 29.752640947463444 -9.720251165393679, 29.751733949189525 -9.720251165393679))",POINT (29.75218744832648 -9.719801298485072),29.75218744832648,-9.719801298485072
368995295,368995295,"POLYGON ((29.594739018308204 -9.842711775963076, 29.594739018308204 -9.84181206227777, 29.595646350831377 -9.84181206227777, 29.595646350831377 -9.842711775963076, 29.594739018308204 -9.842711775963076))",POINT (29.595192684569792 -9.842261908954354),29.595192684569792,-9.842261908954354
368870624,368870624,"POLYGON ((29.50748787832753 -9.896163857750077, 29.50748787832753 -9.895264144064772, 29.508395358122307 -9.895264144064772, 29.508395358122307 -9.896163857750077, 29.50748787832753 -9.896163857750077))",POINT (29.50794161822492 -9.89571399069791),29.50794161822492,-9.89571399069791
368516355,368516355,"POLYGON ((29.47879198964814 -9.496015349728413, 29.47879198964814 -9.4951156360431, 29.479698387247343 -9.4951156360431, 29.479698387247343 -9.496015349728413, 29.47879198964814 -9.496015349728413))",POINT (29.47924518844774 -9.49556548300559),29.47924518844774,-9.49556548300559
369146242,369146242,"POLYGON ((29.78271883023363 -9.512868962228993, 29.78271883023363 -9.511969248543677, 29.78362527246958 -9.511969248543677, 29.78362527246958 -9.512868962228993, 29.78271883023363 -9.512868962228993))",POINT (29.7831720513516 -9.512419095492119),29.7831720513516,-9.512419095492119
369015021,369015021,"POLYGON ((29.73419641497944 -9.463848479258685, 29.73419641497944 -9.462948765573369, 29.735102727614635 -9.462948765573369, 29.735102727614635 -9.463848479258685, 29.73419641497944 -9.463848479258685))",POINT (29.734649571297034 -9.463398612562758),29.734649571297034,-9.463398612562758
368844442,368844442,"POLYGON ((29.73035809549827 -9.3013223749606, 29.73035809549827 -9.300422661275283, 29.7312639834527 -9.300422661275283, 29.7312639834527 -9.3013223749606, 29.73035809549827 -9.3013223749606))",POINT (29.73081103947549 -9.300872508401568),29.73081103947549,-9.300872508401568
368890373,368890373,"POLYGON ((29.763491044813836 -9.278376294460289, 29.763491044813836 -9.277476580774968, 29.764396873429256 -9.277476580774968, 29.764396873429256 -9.278376294460289, 29.763491044813836 -9.278376294460289))",POINT (29.763943959121537 -9.277926427920717),29.763943959121537,-9.277926427920717
368089878,368089878,"POLYGON ((29.32448697715571 -9.389308624691934, 29.32448697715571 -9.388408911006616, 29.325393094063674 -9.388408911006616, 29.325393094063674 -9.389308624691934, 29.32448697715571 -9.389308624691934))",POINT (29.324940035609693 -9.388858758058607),29.324940035609693,-9.388858758058607
367414061,367414061,"POLYGON ((29.00906618206128 -9.366066578527729, 29.00906618206128 -9.365166864842413, 29.009972238271004 -9.365166864842413, 29.009972238271004 -9.366066578527729, 29.00906618206128 -9.366066578527729))",POINT (29.00951921016614 -9.365616711913953),29.00951921016614,-9.365616711913953
367085976,367085976,"POLYGON ((28.762242923410515 -9.549599146250916, 28.762242923410515 -9.548699432565602, 28.76314946321325 -9.548699432565602, 28.76314946321325 -9.549599146250916, 28.762242923410515 -9.549599146250916))",POINT (28.76269619331188 -9.549149279483432),28.76269619331188,-9.549149279483432
367781456,367781456,"POLYGON ((28.98294677802539 -9.78985246698119, 28.98294677802539 -9.788952753295879, 28.983853965733534 -9.788952753295879, 28.983853965733534 -9.78985246698119, 28.98294677802539 -9.78985246698119))",POINT (28.983400371879462 -9.789402600015556),28.983400371879462,-9.789402600015556
367683027,367683027,"POLYGON ((28.891961642344718 -9.87996494942071, 28.891961642344718 -9.879065235735403, 28.892869077419675 -9.879065235735403, 28.892869077419675 -9.87996494942071, 28.891961642344718 -9.87996494942071))",POINT (28.892415359882197 -9.879515082381667),28.892415359882197,-9.879515082381667
367847060,367847060,"POLYGON ((28.9706851966538 -9.880846633583024, 28.9706851966538 -9.879946919897717, 28.971592634160817 -9.879946919897717, 28.971592634160817 -9.880846633583024, 28.9706851966538 -9.880846633583024))",POINT (28.971138915407312 -9.88039676654331),28.971138915407312,-9.88039676654331
367840497,367840497,"POLYGON ((28.95599190169442 -9.904721347433528, 28.95599190169442 -9.903821633748223, 28.956899405144647 -9.903821633748223, 28.956899405144647 -9.904721347433528, 28.95599190169442 -9.904721347433528))",POINT (28.956445653419536 -9.904271480374423),28.956445653419536,-9.904271480374423
368102962,368102962,"POLYGON ((29.140613105174832 -9.78450016630938, 29.140613105174832 -9.783600452624071, 29.141520278265254 -9.783600452624071, 29.141520278265254 -9.78450016630938, 29.140613105174832 -9.78450016630938))",POINT (29.141066691720038 -9.784050299348113),29.141066691720038,-9.784050299348113
368431035,368431035,"POLYGON ((29.322729105060876 -9.734582303413946, 29.322729105060876 -9.733682589728637, 29.32363614222404 -9.733682589728637, 29.32363614222404 -9.734582303413946, 29.322729105060876 -9.734582303413946))",POINT (29.323182623642452 -9.734132436493583),29.323182623642452,-9.734132436493583
368732827,368732827,"POLYGON ((29.402506844559824 -9.98246998287641, 29.402506844559824 -9.981570269191108, 29.40341456391485 -9.981570269191108, 29.40341456391485 -9.98246998287641, 29.402506844559824 -9.98246998287641))",POINT (29.402960704237334 -9.98202011575451),29.402960704237334,-9.98202011575451
368667190,368667190,"POLYGON ((29.297246830386435 -10.199778191788068, 29.297246830386435 -10.198878478102772, 29.298155162617903 -10.198878478102772, 29.298155162617903 -10.199778191788068, 29.297246830386435 -10.199778191788068))",POINT (29.29770099650216 -10.199328324492658),29.29770099650216,-10.199328324492658
368562206,368562206,"POLYGON ((29.229691757423495 -10.225716674723202, 29.229691757423495 -10.224816961037902, 29.23060016373803 -10.224816961037902, 29.23060016373803 -10.225716674723202, 29.229691757423495 -10.225716674723202))",POINT (29.230145960580764 -10.22526680740727),29.230145960580764,-10.22526680740727
368260390,368260390,"POLYGON ((29.069465636598924 -10.191491585759367, 29.069465636598924 -10.190591872074068, 29.070373945204757 -10.190591872074068, 29.070373945204757 -10.191491585759367, 29.069465636598924 -10.191491585759367))",POINT (29.069919790901835 -10.191041718470528),29.069919790901835,-10.191041718470528
367892971,367892971,"POLYGON ((28.89914537341334 -10.074607329435675, 28.89914537341334 -10.07370761575037, 28.900053350928328 -10.07370761575037, 28.900053350928328 -10.074607329435675, 28.89914537341334 -10.074607329435675))",POINT (28.899599362170836 -10.074157462239851),28.899599362170836,-10.074157462239851
367584573,367584573,"POLYGON ((28.67622457817715 -10.227806309773436, 28.67622457817715 -10.226906596088142, 28.67713299046853 -10.226906596088142, 28.67713299046853 -10.227806309773436, 28.67622457817715 -10.227806309773436))",POINT (28.676678784322828 -10.227356442455841),28.676678784322828,-10.227356442455841
368207886,368207886,"POLYGON ((29.001246168540625 -10.31422971332286, 29.001246168540625 -10.313329999637563, 29.002154829151106 -10.313329999637563, 29.002154829151106 -10.31422971332286, 29.001246168540625 -10.31422971332286))",POINT (29.001700498845864 -10.313779845937255),29.001700498845864,-10.313779845937255
368142271,368142271,"POLYGON ((28.959323174485395 -10.329286551791329, 28.959323174485395 -10.328386838106033, 28.96023187858386 -10.328386838106033, 28.96023187858386 -10.329286551791329, 28.959323174485395 -10.329286551791329))",POINT (28.959777526534626 -10.328836684393938),28.959777526534626,-10.328836684393938
368260366,368260366,"POLYGON ((29.0032362996369 -10.402389378376983, 29.0032362996369 -10.40148966469169, 29.00414521582644 -10.40148966469169, 29.00414521582644 -10.402389378376983, 29.0032362996369 -10.402389378376983))",POINT (29.003690757731672 -10.40193951092251),29.003690757731672,-10.40193951092251
368102893,368102893,"POLYGON ((28.908760652004077 -10.419175871269278, 28.908760652004077 -10.418276157583986, 28.909669617118684 -10.418276157583986, 28.909669617118684 -10.419175871269278, 28.908760652004077 -10.419175871269278))",POINT (28.909215134561375 -10.418726003801714),28.909215134561375,-10.418726003801714
367794523,367794523,"POLYGON ((28.76290310637716 -10.32659989366992, 28.76290310637716 -10.325700179984622, 28.763811802710965 -10.325700179984622, 28.763811802710965 -10.32659989366992, 28.76290310637716 -10.32659989366992))",POINT (28.763357454544057 -10.326150026274641),28.763357454544057,-10.326150026274641
368043834,368043834,"POLYGON ((28.854975136032333 -10.483698035950699, 28.854975136032333 -10.48279832226541, 28.85588428997558 -10.48279832226541, 28.85588428997558 -10.483698035950699, 28.854975136032333 -10.483698035950699))",POINT (28.855429713003954 -10.483248168433121),28.855429713003954,-10.483248168433121
367840432,367840432,"POLYGON ((28.732768114882678 -10.505671736722222, 28.732768114882678 -10.504772023036933, 28.73367733341465 -10.504772023036933, 28.73367733341465 -10.505671736722222, 28.732768114882678 -10.505671736722222))",POINT (28.733222724148664 -10.50522186918768),28.733222724148664,-10.50522186918768
367879797,367879797,"POLYGON ((28.74741640064052 -10.5300426224339, 28.74741640064052 -10.529142908748613, 28.748325690974582 -10.529142908748613, 28.748325690974582 -10.5300426224339, 28.74741640064052 -10.5300426224339))",POINT (28.747871045807553 -10.529592754880557),28.747871045807553,-10.529592754880557
368214422,368214422,"POLYGON ((28.933897868351448 -10.539640599005958, 28.933897868351448 -10.538740885320669, 28.93480718701157 -10.538740885320669, 28.93480718701157 -10.539640599005958, 28.933897868351448 -10.539640599005958))",POINT (28.93435252768151 -10.53919073144519),28.93435252768151,-10.53919073144519
368476882,368476882,"POLYGON ((29.10698084602082 -10.461843868803909, 29.10698084602082 -10.460944155118616, 29.107889935868414 -10.460944155118616, 29.107889935868414 -10.461843868803909, 29.10698084602082 -10.461843868803909))",POINT (29.10743539094462 -10.461394001303244),29.10743539094462,-10.461394001303244
368949302,368949302,"POLYGON ((29.392585235769488 -10.40266067224723, 29.392585235769488 -10.401760958561937, 29.393494152749074 -10.401760958561937, 29.393494152749074 -10.40266067224723, 29.392585235769488 -10.40266067224723))",POINT (29.393039694259286 -10.402210804792535),29.393039694259286,-10.402210804792535
369034616,369034616,"POLYGON ((29.487748259778392 -10.254254799554035, 29.487748259778392 -10.253355085868739, 29.488656747829943 -10.253355085868739, 29.488656747829943 -10.254254799554035, 29.487748259778392 -10.254254799554035))",POINT (29.48820250380416 -10.253804932215598),29.48820250380416,-10.253804932215598
368805007,368805007,"POLYGON ((29.45737369648967 -9.937693643138873, 29.45737369648967 -9.936793929453568, 29.458281291285996 -9.936793929453568, 29.458281291285996 -9.937693643138873, 29.45737369648967 -9.937693643138873))",POINT (29.45782749388783 -9.937243776053117),29.45782749388783,-9.937243776053117
369441431,369441431,"POLYGON ((29.759237324547907 -10.121531072086437, 29.759237324547907 -10.120631358401138, 29.760145434497847 -10.120631358401138, 29.760145434497847 -10.121531072086437, 29.759237324547907 -10.121531072086437))",POINT (29.759691379522874 -10.121081204853159),29.759691379522874,-10.121081204853159
369677634,369677634,"POLYGON ((29.88229401620191 -10.153416837882194, 29.88229401620191 -10.15251712419689, 29.88320221651415 -10.15251712419689, 29.88320221651415 -10.153416837882194, 29.88229401620191 -10.153416837882194))",POINT (29.88274811635803 -10.152966970623558),29.88274811635803,-10.152966970623558
